标题,卖点,总价,单价,户型,楼层,共有楼层数,装修,朝向,建造时间,面积,小区,区域,所属区,梯户比例,是否有电梯,房屋属性,详情页
区政府，八曲河景，毛坯河景房带车位 诚心出售！,此房急售，毛坯，户型周正，诚心出售，带车位！,105,4127,5室2厅,低楼层,18,其他,东南,2014,254.45,高域自然城一期,望城区,望城,一梯两户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104107911360.html
庭院别墅 朝南 四层双车库 位置好 交通方便,此房满五唯一 带双车库 朝南 位置安静 进出方便,338,10272,8室2厅,联排,2,毛坯,南,0,329.05,麓山恋迪亚溪谷,含浦,岳麓,,,商品房,https://cs.lianjia.com/ershoufang/104106365022.html
全明户型 购物方便 有地铁 产证在手，业主急卖,全明户型 购物方便 有地铁 无抵押 ，产证在手，业主急卖,130,10183,3室2厅,低楼层,11,简装,南 北,2007,127.67,格林星城,金星中路,岳麓,一梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104106930054.html
闹中取静花园小区大平层hao宅 成功人士必备视野无遮挡,视野一级棒，交通便利，配套设施齐全。,163.8,12586,4室2厅,高楼层,32,简装,南,2009,130.15,融圣国际,桂花村,雨花,两梯五户,有,商品房,https://cs.lianjia.com/ershoufang/104104214259.html
省政府板块 华天集团单位房 人车分流 环境好 户型周正,省政府板块 华天集团单位房 人车分流 环境好 户型周正,169,10812,4室2厅,中楼层,9,简装,南 北,0,156.32,华天苑,省政府,天心,一梯两户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108146282.html
全线湖景 纯板楼 藏珑 湖景大平层 双地铁口,此房全线湖景 得房率高，可以做五间房，有三个卫生间,340,16907,5室2厅,中楼层,31,精装,南,0,201.11,藏珑湖上国际花园,广电,开福,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104104144494.html
天心省府板块 稍有顶楼大复式 1号线旁 带大露台,天心省府板块 稍有顶楼大复式 1号线旁 带大露台 带湘府英才校,221,11987,4室2厅,高楼层,9,毛坯,南 北,0,184.38,银桂苑,省政府,天心,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104107032111.html
康桥长郡居家三房 户型周正 带品牌家电 中间楼层,此房业主自住精装修，品牌家具家电，带湘郡，拎包即住。,86,7890,3室2厅,低楼层,33,精装,南,2012,109,未来康桥长郡,泉塘,长沙县,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104106337188.html
北辰正规四房 高层视野 地铁口 毛坯 诚售 看房有钥匙,户型通透 客厅双阳台 高层视野佳 正地铁口 次新小区,245,18028,4室2厅,高楼层,45,毛坯,南,0,135.9,北辰三角洲奥城E4区,北辰三角洲,开福,四梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104107881940.html
梅溪湖宜居前看湖后看山无遮挡的大四房,房子是中高楼层，景观好 ，前面看湖后面看山无遮挡，宜居,300,21332,4室2厅,中楼层,31,毛坯,南 北,2014,140.64,佳兆业云顶梅溪湖,梅溪湖南岸,岳麓,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104106688965.html
一线全江景 视野开阔，居住舒适。,一线全江景 户型周正 中间楼层 看房方便,262,14666,4室2厅,低楼层,30,毛坯,南,2015,178.65,华韵城市海岸,银盆岭,岳麓,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108233898.html
洋湖 置换出售 精装四房 装修两年 南北朝向 中间楼层,房子是南北朝向，中间楼层 ，洋湖湿地公园旁边，采光好，无遮挡,205,15892,4室2厅,低楼层,23,精装,南 北,2015,129,和顺洋湖壹号,洋湖垸,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108474156.html
东业早安星城 4室2厅 南,链家网真房源，更多房源信息请联系经纪人,153.7,10023,4室2厅,低楼层,5,其他,南,0,153.34,东业早安星城,汽车东站,长沙县,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108488755.html
地铁口电梯洋房 中Y空调精装  带露台+地下储藏室,带地铁口电梯洋房 中Y空调精装  带露台+地下储藏室,305.9,16983,3室2厅,中楼层,5,精装,南 北,0,180.12,中建芙蓉和苑,省政府,天心,一梯两户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104107351996.html
居家精装修 带全套家私电器 浏阳河河景房 拎包入住,居家精装修 带全套家私电器 浏阳河河景房 拎包入住,176,12572,4室2厅,中楼层,32,精装,南,2015,140,辉煌国际城,汽车东站,芙蓉,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104106630521.html
正地铁口   顶楼复式   精装修   诚心出售,正地铁口，优质楼层 户型周正，精装修，随时可看,71,7430,6室2厅,高楼层,6,精装,南 北,0,95.56,韶峰星苑,暮云,天心,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104107267578.html
北辰定江洋 自住装修 空调地暖 江景无遮挡,诚心出售 看房方便 自住装修 保养好,450,22295,3室2厅,中楼层,35,精装,东南,2016,201.84,北辰定江洋,北辰三角洲,开福,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104107696033.html
润江榕园精装修大三房，单位小区带ZY空调和热水,公摊低，带ZY空调主机，24小时热水，拎包入住完全不需要改动,210,15081,3室2厅,低楼层,13,精装,南 北,0,139.25,润江榕园,省政府,天心,一梯两户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104107925649.html
广电恒大雅苑 周正三房 视野开阔 户型周正 急售,此房不唯一，产权在手，价格美丽，视野好，业主自住装修,105,11471,3室2厅,高楼层,32,精装,南,0,91.54,恒大雅苑,广电,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104107457480.html
君悦香邸，中间楼层，住家装修，155平诚心卖,北辰三角洲君悦香邸 自住精装 朝南,186.8,12038,4室2厅,中楼层,27,精装,南,2007,155.18,君悦香邸,北辰三角洲,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104104217985.html
从未入住四房 中间楼层 稀有产品 万科城 一线浏阳河,房子开发商交付状态，楼层好，视野好，横厅得房率高，适合做婚房,174,14272,4室2厅,高楼层,34,精装,南 北,2014,121.92,万科城三期,福元西路,开福,两梯五户,有,商品房,https://cs.lianjia.com/ershoufang/104107372110.html
地铁口、东塘商圈、花园式小区、错层四房,地铁口、东塘商圈、配套成熟、环境优雅、人车分流，花园式小区,190,12551,4室2厅,高楼层,14,精装,南,2003,151.39,亚华香舍花都,东塘,雨花,一梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104106913647.html
买江景房的请看过来：无任何遮挡的全线江景+还省个税,边户，采光很好，客厅及几个房间都可以直观江景，无任何遮挡。,245,15026,4室2厅,中楼层,32,精装,南 北,2005,163.06,华盛新外滩,伍家岭,开福,三梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108103446.html
两梯两户纯板楼 奢阔四房 一线临湖视野开阔 随时看房,通透精装四房 两梯两户纯板楼 一线临湖 高楼层视野开阔,457.7,25033,4室2厅,高楼层,32,精装,南,2014,182.84,第六都,雨花亭,雨花,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104106643323.html
地铁口 西湖公园旁 带博才 南北通透四房 满WU唯YI,6号线地铁口 西湖公园旁 带博才 南北通透四房 满WU唯YI,210,17775,4室2厅,中楼层,31,精装,南 北,2014,118.15,胜家雅苑,桐梓坡,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104107944775.html
藏珑湖上国际 毛坯房 月湖公园 广电,房子产权满5年，可以正常交易，房子采光好。,162,11177,3室2厅,高楼层,28,简装,南,0,144.95,藏珑湖上国际花园,广电,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104106514387.html
润和紫郡清水毛坯四房中间楼层随时看房,此房满五唯一，通透户型，房子得房大，没有公摊,110.8,9730,4室2厅,中楼层,33,毛坯,南,0,113.88,润和紫郡,金星北,望城,三梯六户,有,商品房,https://cs.lianjia.com/ershoufang/104108225500.html
7000亩湿地公园，宜家，地铁，湘江，医院，学府,毛坯房，可看湘江，视野好，四房,192,14803,4室2厅,中楼层,27,其他,南,2015,129.71,湘熙水郡,洋湖垸,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108064147.html
湖景大四房 全新未入住毛坯 地铁口3米15层高 看房方便,湖景大四房，毛坯自主装修，楼层好，采光通风好，视野好。,181,11657,4室2厅,高楼层,17,毛坯,东 东南,2010,155.28,阳光100国际新城三期,阳光100,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108272837.html
业主诚心出售，南北通透四居室，居家装修带地暖！,卖业主诚心出售，南北通透四居室，居家装修带地暖！,195,13152,4室2厅,中楼层,33,精装,南 北,2008,148.27,世纪城聚江苑,湘江世纪城,开福,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108115546.html
毛竹塘旁 清水毛坯四房 业主诚心出售,小区绿化环境好，物业品质高，价格实惠，适合居家,117,9128,4室2厅,高楼层,33,毛坯,南 北,0,128.19,碧桂园南城首府,万家丽南路,雨花,一梯六户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108247466.html
中国铁建国际城 4室2厅 南,链家网真房源，更多房源信息请联系经纪人,95,7787,4室2厅,低楼层,34,其他,南,0,122,中国铁建国际城,泉塘,长沙县,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104107644906.html
幸福考拉 5室2厅 南 北,链家网真房源，更多房源信息请联系经纪人,212,14422,5室2厅,低楼层,5,精装,南 北,2012,147,幸福考拉,金霞,开福,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104107071934.html
正地铁口   顶楼复式   精装修   诚心出售,正地铁口，优质楼层 户型周正，精装修，随时可看,71,7430,6室2厅,高楼层,6,精装,南 北,0,95.56,韶峰星苑,暮云,天心,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104107267578.html
北辰定江洋 自住装修 空调地暖 江景无遮挡,诚心出售 看房方便 自住装修 保养好,450,22295,3室2厅,中楼层,35,精装,东南,2016,201.84,北辰定江洋,北辰三角洲,开福,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104107696033.html
润江榕园精装修大三房，单位小区带ZY空调和热水,公摊低，带ZY空调主机，24小时热水，拎包入住完全不需要改动,210,15081,3室2厅,低楼层,13,精装,南 北,0,139.25,润江榕园,省政府,天心,一梯两户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104107925649.html
农业银行单位房，电梯洋房，满五唯一，无公摊,小区中间位置不临街，总层高6层带电梯，随时可以看房,166,10957,4室1厅,高楼层,6,精装,南 北,2010,151.51,银桂苑,省政府,天心,一梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108353605.html
地铁口三房  楼层高视野好  园林小区,房子有两个卫生间 单独餐客厅 实用性强,158,11442,3室2厅,高楼层,17,精装,南,2009,138.09,阳光100国际新城三期,阳光100,岳麓,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104107051876.html
中茂城旁尚都花园城大三房80.9万，全新的,户型周正，视野开阔，采光充足，配套设施齐全,79.8,6710,3室2厅,低楼层,33,精装,南,2011,118.93,尚都花园城,泉塘,长沙县,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108461259.html
达美优质好房，看山看湖，视野开阔,达美优质好房，看山看湖，视野开阔,169.8,15247,4室2厅,中楼层,32,简装,南 北,2013,111.37,达美D6区,汽车西站,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104107985267.html
房子是清水毛坯，四房两厅两卫，价格还有空间,此房满五唯一，四房户型，中间楼层东边户,93.7,8346,4室2厅,低楼层,33,毛坯,西北,2015,112.27,海德公园,泉塘,长沙县,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104107808909.html
君悦香邸，中间楼层，住家装修，155平诚心卖,北辰三角洲君悦香邸 自住精装 朝南,186.8,12038,4室2厅,中楼层,27,精装,南,2007,155.18,君悦香邸,北辰三角洲,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104104217985.html
金色溪泉湾 3室2厅 南,链家网真房源，更多房源信息请联系经纪人,141.8,10379,3室2厅,中楼层,30,毛坯,南,0,136.63,金色溪泉湾,月湖,开福,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104106771556.html
小区配套齐全交通便利，地铁口5号线，，得房率高。,高管局单位房，户型周正，得房率高。,139,10611,3室1厅,中楼层,27,毛坯,南,0,131,金色溪泉湾,月湖,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104105920493.html
迪亚溪谷 别墅边户 诚意出售 位置好,此房满五唯一，别墅边户，使用空间大，，业主诚心卖,378,11303,6室3厅,联排,3,其他,南 北,0,334.43,麓山恋迪亚溪谷,含浦,岳麓,,,商品房,https://cs.lianjia.com/ershoufang/104107949339.html
户型周正 南北通透 采光好  交通便利,此房户型周正 格局好  南北通透  朝南采光好  交通便利,152,10911,4室2厅,低楼层,33,精装,南 北,0,139.31,中海国际社区三期,含浦,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104107906112.html
鑫远大盘，地铁口次新小区，清水毛坯顶楼复式带大露台,顶楼复式，格局好，带有一个80多平的私人大露台,225,11376,4室2厅,高楼层,14,其他,南 东,2015,197.79,鑫远和城,暮云,天心,一梯两户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104107791746.html
广电旁，精装三房，业主急售价格可谈，随时可以看房,房子产权满5年，可以正常交易，房子采光好，房子南北。,105,7961,3室2厅,中楼层,16,其他,南 北,0,131.9,金色比华利,月湖,开福,一梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104105422487.html
广电 中南 精装房  中等楼层  小区正中间  诚心出售,此房满五年，户型方正，楼层好，采光充足，交通便利,59.2,6144,2室2厅,高楼层,18,精装,南 北,2008,96.36,高林金三华邸,中南汽车世界,长沙县,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104106333450.html
万科白鹭郡 精装四房 中间楼层 诚心出售,此房满五唯一 不靠高架 可一线瞰洋湖湿地公园 中间楼层 诚心出售,229.8,17675,4室2厅,中楼层,34,精装,南 北,2014,130.02,万科白鹭郡,洋湖垸,岳麓,两梯五户,有,商品房,https://cs.lianjia.com/ershoufang/104108149603.html
