标题,地区,户型,面积,朝向,装修,楼层,建立时间,房子类型,总价,单价,关注人数,发布时间,标签,详情页
锦城花园 A栋高层两房 视野宽阔 满五年未占用,锦城花园 -东风东,2室2厅 ,87.64, 南 西 , 精装 , 高楼层(共12层) , 1997年建 , 塔楼,670万,"76,381",5, 11天以前发布,近地铁-VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403380537.html
温馨住家装修、麻雀虽小 五脏俱全、厅出阳台,桃源社区 -西华路,1室1厅 ,27.53, 西北 , 精装 , 低楼层(共6层) , 1991年建 , 塔楼,100万,"36,325",4, 6天以前发布,近地铁-VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403393383.html
凤凰新村 2室1厅 南,凤凰新村 -工业大道北,2室1厅 ,50.35, 南 , 精装 , 高楼层(共7层) , 2000年建 , 塔楼,148万,"29,395",38, 13天以前发布,近地铁-VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403372166.html
正在加装电梯 户型方正50平大客厅 视野开阔 过五唯一,禺丰园二期 -市桥,3室1厅 ,126.1, 东 , 简装 , 高楼层(共8层) , 1995年建 , 塔楼,160万,"12,689",14, 14天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403371400.html
此房满五年，带前后花园，前花园约35方，后花园约20方,东华花园 -市桥东,3室2厅 ,95, 东南 , 简装 , 低楼层(共6层) , 2004年建 , 板楼,270万,"28,422",23, 14天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403370102.html
精装3房，过五年，广州唯一低税费，高楼层望花园。,祈福水城 -沙湾,3室2厅 ,90, 西北 , 简装 , 高楼层(共11层) , 2008年建 , 塔楼,235万,"26,112",5, 16天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403365477.html
万科东荟城大三房，采光通风视野好。,万科东荟城 -香雪,3室1厅 ,97.59, 南 , 精装 , 高楼层(共33层) , 2016年建 , 塔楼,410万,"42,013",10, 11天以前发布,VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403379264.html
业主急卖 金碧世纪 精装两房 中层单边位 光线明亮,金碧世纪花园 -大沙地,2室2厅 ,64.14, 北 , 精装 , 低楼层(共32层) , 2005年建 , 塔楼,319万,"49,735",7, 8天以前发布,VR房源-房本满两年,https://gz.lianjia.com/ershoufang/108403387553.html
急卖 广奥高层两房 满五年  望花园 无遮挡,广州奥林匹克花园 -洛溪,2室2厅 ,73.2, 南 , 精装 , 高楼层(共6层) , 2002年建 , 塔楼,240万,"32,787",11, 11天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403380203.html
金梦南北对流，改善3房2卫，pei he证过五年,万科金色梦想 -香雪,3室1厅 ,95.2, 东南 , 精装 , 高楼层(共29层) , 2015年建 , 板塔结合,350万,"36,765",5, 10天以前发布,VR房源-房本满两年,https://gz.lianjia.com/ershoufang/108403381884.html
碧桂园豪庭东南向大三房，每平2.2，满五,南沙碧桂园豪庭 -金洲,3室2厅 ,99, 东南 , 精装 , 中楼层(共18层)  , 塔楼,暂无数据,220万,"22,223",5, 4天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403399577.html
金玫瑰苑 人车分流小区 西南向望花园 安静三房！,嘉鸿花园金玫瑰苑 -东晓南,4室1厅 ,108.57, 东 西北 , 简装 , 中楼层(共19层) , 2002年建 , 塔楼,480万,"44,212",3, 6天以前发布,近地铁-VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403392722.html
带精装修，拎包入住，高层南向。,凯旋大厦 -旧区,3室1厅 ,89.48, 南 , 精装 , 高楼层(共8层)  , 塔楼,暂无数据,89万,"9,947",4, 12天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403377304.html
金色华庭 一梯2户南北对流 业主急卖,金色华庭 -新区,3室2厅 ,137.34, 南 , 精装 , 中楼层(共8层)  , 塔楼,暂无数据,183万,"13,325",16, 16天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403362965.html
银建楼 3室2厅 南 北,银建楼 -旧区,3室2厅 ,99.61, 南 北 , 简装 , 中楼层(共8层) , 1998年建 , 塔楼,72万,"7,229",2, 15天以前发布,VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403366354.html
过五年税费低   高层三房    带全屋定制家具家电,海滨花园 -洛溪,3室2厅 ,55.4, 北 东北 , 精装 , 高楼层(共8层) , 1998年建 , 塔楼,165万,"29,784",34, 14天以前发布,VR房源-房本满两年,https://gz.lianjia.com/ershoufang/108403370545.html
小区环境优美 宜居生态 南向户型,人盛巴厘天地 -神岗镇,3室1厅 ,125.31, 东南 , 毛坯 , 高楼层(共17层) , 2012年建 , 塔楼,103万,"8,220",0, 12天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403376721.html
西场电器城实用三房 南向望江 出行方便 近地铁 光线好,东风西路 -东风西,3室1厅 ,73.19, 南 , 简装 , 高楼层(共9层)  , 塔楼,暂无数据,168万,"22,954",20, 7天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403391387.html
豪利幸福里高层三房 采光视线好 保养很好 放卖诚意高,豪利幸福里 -狮岭镇,3室2厅 ,89.04, 东北 , 精装 , 中楼层(共17层)  , 塔楼,暂无数据,105万,"11,793",2, 15天以前发布,VR房源-房本满两年,https://gz.lianjia.com/ershoufang/108403367368.html
云山诗意 高层南向三房两厅两卫,云山诗意 -黄边,3室2厅 ,108.37, 南 , 精装 , 高楼层(共16层) , 2008年建 , 塔楼,560万,"51,675",8, 12天以前发布,VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403376778.html
此房够五年唯一，高层南向望江景，视野开阔，保养好,越秀滨海珺城 -明珠湾,3室2厅 ,134.21, 南 , 精装 , 高楼层(共23层)  , 板楼,暂无数据,388万,"28,910",5, 4天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403399487.html
景泰直街 中层视野 两房 景观好 采光通透 装修保养新,景泰新村 -景泰,2室1厅 ,60.75, 西北 , 精装 , 中楼层(共8层) , 1992年建 , 塔楼,170万,"27,984",8, 12天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403377102.html
星汇金沙花园 3室1厅 北,星汇金沙花园 -金沙洲,3室1厅 ,95.29, 北 , 精装 , 中楼层(共25层) , 2014年建 , 塔楼,320万,"33,582",4, 8天以前发布,近地铁-VR房源-房本满两年,https://gz.lianjia.com/ershoufang/108403389114.html
路劲隽悦豪庭87方精装三房一卫，安静不靠路，电梯高层,路劲隽悦豪庭二期三期 -花城街,3室2厅 ,87.12, 东 , 精装 , 中楼层(共32层) , 2015年建 , 塔楼,160万,"18,366",0, 7天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403389581.html
精装三房  税费少 户型方正实用 位置安静 通风采光好,北较场横路 -建设路,3室1厅 ,62.9, 南 北 , 精装 , 高楼层(共5层) , 1988年建 , 塔楼,308万,"48,967",6, 14天以前发布,近地铁-VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403370079.html
中楼层，安静舒适，南北*通透，看房方便，看花园,实地常春藤 -科学城,3室2厅 ,99.94, 南 , 精装 , 中楼层(共33层) , 2017年建 , 塔楼,245万,"24,515",13, 16天以前发布,VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403364650.html
德兴苑东南向全明屋，视野宽阔，采光充足，6号线地铁,德兴苑 -人民路,2室1厅 ,79.79, 南 , 简装 , 中楼层(共24层) , 1998年建 , 塔楼,350万,"43,866",11, 8天以前发布,近地铁-VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403389067.html
春暖花园 2室1厅 南,春暖花园 -机场路,2室1厅 ,62.59, 南 , 简装 , 中楼层(共9层) , 1995年建 , 塔楼,165万,"26,363",3, 8天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403388118.html
下塘新村 电大旁 电梯房 近麓湖公园 居住生活便利舒适,麓湖居 -麓景,2室2厅 ,87.75, 东 , 简装 , 中楼层(共9层)  , 塔楼,暂无数据,336万,"38,291",6, 14天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403371339.html
凯德新玥 电梯五房 两梯三户 单边位置独户 采光好！,凯德新玥 -榄核镇,5室2厅 ,119.34, 南 , 精装 , 中楼层(共29层)  , 塔楼,暂无数据,183万,"15,335",2, 12天以前发布,VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403374670.html
富力东堤湾 3室2厅 东南,富力东堤湾 -杨箕,3室2厅 ,122.33, 东南 , 精装 , 高楼层(共30层) , 2006年建 , 塔楼,1398万,"114,282",10, 10天以前发布,近地铁-VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403383533.html
华侨新村 大院管理 南北向三房 看房子方便,华侨新村 -淘金,3室1厅 ,71.41, 南 北 , 其他 , 高楼层(共6层) , 2000年建 , 板楼,500万,"70,019",4, 11天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403379032.html
祥景花园 中层两房 住家温馨装修 电梯加装中,祥景花园AC区 -黄石,2室1厅 ,58.01, 北 , 精装 , 中楼层(共9层) , 1999年建 , 塔楼,158万,"27,237",4, 8天以前发布,VR房源-房本满两年,https://gz.lianjia.com/ershoufang/108403387510.html
满五唯一 采光好 配套齐全 交通便利,丽江花园华林居 -南浦,3室2厅 ,86.8, 东北 , 精装 , 中楼层(共8层) , 1997年建 , 塔楼,300万,"34,563",12, 10天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403381910.html
高层东南向，户型方正，配套设施齐全，交通便利。,保利海棠花园 -江燕路,3室2厅 ,97.52, 东南 , 精装 , 高楼层(共11层) , 2005年建 , 塔楼,580万,"59,475",9, 7天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403390069.html
芳村地铁口  怡芳苑  电梯直上   满5年没有贷款,怡芳苑 -花地湾,2室1厅 ,61.3, 北 , 简装 , 中楼层(共9层) , 1995年建 , 塔楼,230万,"37,521",3, 14天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403369399.html
中 心 小 学  ，南北对流，近地铁，采光充足,康乐园 -市桥,3室2厅 ,81.2, 南 , 简装 , 高楼层(共7层)  , 板楼,暂无数据,175万,"21,552",15, 12天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403374468.html
4期花园近地铁 中层纯南 南北对流 保养干净 随时看房,万科欧泊 -万博,3室2厅 ,94.83, 南 , 简装 , 34层 , 2012年建 , 板塔结合,431万,"45,408",319, 5天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403398261.html
星尚高层南北双阳台满五唯一带使用权车位业主诚心放卖,星尚花园 -市桥东,3室2厅 ,100.27, 南 , 精装 , 高楼层(共26层)  , 板楼,暂无数据,320万,"31,914",8, 13天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403373456.html
凤凰新村地铁200米 大三房 满五年唯一,工业大道北 -工业大道北,3室1厅 ,74.72, 东南 , 简装 , 中楼层(共9层)  , 塔楼,暂无数据,230万,"30,782",11, 15天以前发布,近地铁-VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403366863.html
大型社区，满五年南向两房，业主诚意放卖,愉景雅苑 -新港西,2室1厅 ,62, 南 , 精装 , 中楼层(共14层) , 2000年建 , 塔楼,360万,"58,065",12, 10天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403382025.html
水荫直街 南向厅出阳台 不占用 看房方便,水荫直街 -水荫,3室1厅 ,79.21, 南 , 简装 , 低楼层(共9层) , 1992年建 , 塔楼,373万,"47,091",5, 11天以前发布,近地铁-VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403379784.html
中海锦观华庭（D区）高层视野开阔 配套完善,中海锦观华庭（D区） -广钢新城,3室1厅 ,92.71, 西南 , 精装 , 高楼层(共26层)  , 塔楼,暂无数据,528万,"56,952",8, 8天以前发布,近地铁-VR房源-房本满两年,https://gz.lianjia.com/ershoufang/108403388467.html
修仕倍励旁东南向对流户型4房 精装修含全屋家私电器,中盈一海里 -明珠湾,4室2厅 ,126, 南 , 精装 , 中楼层(共32层)  , 塔楼,暂无数据,251.5万,"19,961",1, 5天以前发布,近地铁-VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403396602.html
三房二厅，采光充足通风效果好，户型方正,东方新世界 -天河公园,3室1厅 ,82.2, 东 北 , 精装 , 中楼层(共27层) , 2007年建 , 塔楼,633万,"76,922",4, 9天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403384795.html
少有放盘六期，三房大阳台安静望花园，省级，近地铁。,翠城花园 -江燕路,3室2厅 ,95.13, 西 , 精装 , 中楼层(共33层) , 2009年建 , 塔楼,658万,"69,169",13, 15天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403366591.html
侨小少有一梯两户，南北对流，精装修,淘金路 -淘金,2室1厅 ,63.38, 南 北 , 精装 , 低楼层(共8层) , 1990年建 , 塔楼,432万,"68,161",1, 3天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403402632.html
南向，单边位安静不吵，通风采光好，满五唯一省税费,城市假日园 -东圃,2室2厅 ,70.9, 南 , 精装 , 低楼层(共16层) , 2004年建 , 塔楼,371万,"52,231",1, 10天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403382874.html
南向四房， 精装修 随时可过户,敏建锦绣世家 -沙湾,4室2厅 ,124.85, 南 北 , 精装 , 低楼层(共18层) , 2014年建 , 塔楼,288万,"23,068",7, 8天以前发布,VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403387811.html
碧桂园大三房  户型通透  舒适对流  采光楼层没得挑,广州碧桂园雅苑 -南浦,3室2厅 ,102, 东南 , 精装 , 中楼层(共7层) , 1998年建 , 塔楼,299万,"29,314",10, 12天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403376488.html
新福港鼎峰 3室1厅 南,新福港鼎峰 -科学城,3室1厅 ,86.47, 南 , 其他 , 低楼层(共17层)  , 塔楼,暂无数据,382万,"44,156",2, 10天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403381334.html
小区环境优美，闹中带静，交通便利， 配套齐全,城市假日园 -东圃,3室2厅 ,101.84, 南 北 , 精装 , 高楼层(共18层) , 2005年建 , 塔楼,532万,"52,231",7, 10天以前发布,近地铁-VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403383014.html
雅逸庭顶楼复式 带2个大楼台，视野宽阔无遮挡,广州雅居乐花园雅逸庭 -雅居乐,5室2厅 ,219.44, 东北 , 精装 , 11层 , 2010年建 , 塔楼,810万,"36,884",3, 10天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403381545.html
海关大院  装修保养好 安静不吵  拎包入住 户型方正,海关大院 -黄埔区府,3室1厅 ,91.55, 北 , 精装 , 低楼层(共30层) , 1998年建 , 塔楼,300万,"32,769",1, 13天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403371677.html
电梯南向三房，装修保养好 过五唯一 中层视野好,棠德花苑 -棠下,3室1厅 ,93.23, 东南 南 , 精装 , 中楼层(共29层) , 1997年建 , 塔楼,410万,"43,978",1, 10天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403381316.html
花城路地铁口金城广场电梯3房.户型方正带主套,金城广场 -旧区,3室2厅 ,102.88, 东 , 简装 , 高楼层(共20层) , 1999年建 , 塔楼,128万,"12,442",9, 14天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403371417.html
大户之家.三房两卫.中楼层视野宽阔采光充足,云山居 -元下田,3室2厅 ,101.77, 东南 , 简装 , 中楼层(共6层) , 2000年建 , 塔楼,280万,"27,514",3, 10天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403383680.html
东华东路加装电梯两房一厅户型方正实用,东华东路 -东山口,2室1厅 ,71.12, 北 , 简装 , 中楼层(共9层)  , 塔楼,暂无数据,360万,"50,619",3, 7天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403390341.html
中间楼层望江视野好满五唯一户型方正,富力桃园 -罗冲围,2室1厅 ,78.62, 东 东北 , 简装 , 低楼层(共32层) , 2004年建 , 塔楼,288万,"36,632",11, 12天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403376837.html
金华花园 4室2厅 南,金华花园 -旧区,4室2厅 ,100.91, 南 , 精装 , 高楼层(共9层)  , 塔楼,暂无数据,120万,"11,892",1, 12天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403376843.html
户型方正 采光好  次新房 看房方便,保利红馆 -汉溪长隆,3室2厅 ,88.64, 北 , 精装 , 32层  , 塔楼,暂无数据,418万,"47,158",4, 15天以前发布,近地铁-VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403366895.html
户型方正，采光好，交通便利，装修良好。,保利罗兰国际 -科学城,3室2厅 ,87.21, 东南 南 , 精装 , 中楼层(共32层) , 2016年建 , 塔楼,272万,"31,161",14, 9天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403384198.html
金碧新城舒适2房 厅出阳台正对花园 户型方正,金碧新城 -石井,2室1厅 ,72.13, 东北 北 , 简装 , 中楼层(共18层) , 2005年建 , 塔楼,245万,"33,967",13, 14天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403369731.html
碧桂园大三房  户型通透  舒适对流  采光楼层没得挑,广州碧桂园雅苑 -南浦,3室2厅 ,102, 东南 , 精装 , 中楼层(共7层) , 1998年建 , 塔楼,299万,"29,314",10, 12天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403376488.html
时代云图 高层标准双卫三房  近地铁配套成熟,广州时代云图 -金洲,3室2厅 ,92.86, 东南 , 精装 , 高楼层(共31层) , 2016年建 , 塔楼,260万,"28,000",3, 4天以前发布,VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403399559.html
福今路电梯 精装大三房  户型方正实用 南北对流 安静,福今路 -东山口,3室2厅 ,81, 南 , 精装 , 低楼层(共9层)  , 塔楼,暂无数据,508万,"62,717",25, 12天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403376069.html
九洲海誉 电梯高层 精装修 大2房  望华工  视野靓,九洲海誉居 -粤垦,2室1厅 ,83.91, 东北 , 精装 , 中楼层(共34层) , 2016年建 , 板塔结合,680万,"81,040",5, 3天以前发布,VR房源-房本满两年,https://gz.lianjia.com/ershoufang/108403402652.html
农林下加装电梯框架南北向大三房 大院管理环境好,执信大院 -环市东,3室2厅 ,92.47, 南 北 , 精装 , 中楼层(共9层) , 1996年建 , 塔楼,750万,"81,108",12, 8天以前发布,近地铁-VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403387218.html
公园旁东南向三房   实用率高  通风采光好。,怡港花园 -黄埔区府,3室1厅 ,86.95, 东南 , 简装 , 低楼层(共9层) , 1999年建 , 塔楼,292万,"33,509",2, 10天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403383731.html
侨小少有一梯两户，南北对流，精装修,淘金路 -淘金,2室1厅 ,63.38, 南 北 , 精装 , 低楼层(共8层) , 1990年建 , 塔楼,432万,"68,161",1, 3天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403402632.html
少有放盘六期，三房大阳台安静望花园，省级，近地铁。,翠城花园 -江燕路,3室2厅 ,95.13, 西 , 精装 , 中楼层(共33层) , 2009年建 , 塔楼,658万,"69,169",13, 15天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403366591.html
中间楼层望江视野好满五唯一户型方正,富力桃园 -罗冲围,2室1厅 ,78.62, 东 东北 , 简装 , 低楼层(共32层) , 2004年建 , 塔楼,288万,"36,632",11, 12天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403376837.html
东华东路加装电梯两房一厅户型方正实用,东华东路 -东山口,2室1厅 ,71.12, 北 , 简装 , 中楼层(共9层)  , 塔楼,暂无数据,360万,"50,619",3, 7天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403390341.html
中海锦观华庭（D区）高层视野开阔 配套完善,中海锦观华庭（D区） -广钢新城,3室1厅 ,92.71, 西南 , 精装 , 高楼层(共26层)  , 塔楼,暂无数据,528万,"56,952",8, 8天以前发布,近地铁-VR房源-房本满两年,https://gz.lianjia.com/ershoufang/108403388467.html
小区环境优美，闹中带静，交通便利， 配套齐全,城市假日园 -东圃,3室2厅 ,101.84, 南 北 , 精装 , 高楼层(共18层) , 2005年建 , 塔楼,532万,"52,231",7, 10天以前发布,近地铁-VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403383014.html
雅逸庭顶楼复式 带2个大楼台，视野宽阔无遮挡,广州雅居乐花园雅逸庭 -雅居乐,5室2厅 ,219.44, 东北 , 精装 , 11层 , 2010年建 , 塔楼,810万,"36,884",3, 10天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403381545.html
新福港鼎峰 3室1厅 南,新福港鼎峰 -科学城,3室1厅 ,86.47, 南 , 其他 , 低楼层(共17层)  , 塔楼,暂无数据,382万,"44,156",2, 10天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403381334.html
电梯南向三房，装修保养好 过五唯一 中层视野好,棠德花苑 -棠下,3室1厅 ,93.23, 东南 南 , 精装 , 中楼层(共29层) , 1997年建 , 塔楼,410万,"43,978",1, 10天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403381316.html
海关大院  装修保养好 安静不吵  拎包入住 户型方正,海关大院 -黄埔区府,3室1厅 ,91.55, 北 , 精装 , 低楼层(共30层) , 1998年建 , 塔楼,300万,"32,769",1, 13天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403371677.html
大户之家.三房两卫.中楼层视野宽阔采光充足,云山居 -元下田,3室2厅 ,101.77, 东南 , 简装 , 中楼层(共6层) , 2000年建 , 塔楼,280万,"27,514",3, 10天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403383680.html
地铁口、花果山公园旁，电梯中层，南北对流大三房,花城苑 -旧区,3室2厅 ,123.29, 南 北 , 简装 , 中楼层(共8层) , 2004年建 , 塔楼,168万,"13,627",11, 14天以前发布,近地铁-VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403370156.html
祈福名都 南北对流 双阳台 164方5房 业主急卖545,祈福新村祈福名都 -祈福新村,5室2厅 ,163.5, 南 北 , 精装 , 低楼层(共32层) , 2014年建 , 板楼,542万,"33,150",5, 12天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403376870.html
富基广场南向大三房 望花园 户型方正  证过5年,富基广场 -滨江中,3室2厅 ,96.41, 东南 南 , 简装 , 34层 , 2005年建 , 塔楼,598万,"62,027",13, 6天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403394263.html
龙口花苑  原装电梯 楼层靓  南向望花园  视野开阔,龙口花苑 -龙口西,3室2厅 ,123.75, 南 , 简装 , 高楼层(共9层) , 2002年建 , 塔楼,1080万,"87,273",9, 13天以前发布,近地铁-VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403371489.html
修仕倍励旁东南向对流户型4房 精装修含全屋家私电器,中盈一海里 -明珠湾,4室2厅 ,126, 南 , 精装 , 中楼层(共32层)  , 塔楼,暂无数据,251.5万,"19,961",1, 5天以前发布,近地铁-VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403396602.html
南向，单边位安静不吵，通风采光好，满五唯一省税费,城市假日园 -东圃,2室2厅 ,70.9, 南 , 精装 , 低楼层(共16层) , 2004年建 , 塔楼,371万,"52,231",1, 10天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403382874.html
三房二厅，采光充足通风效果好，户型方正,东方新世界 -天河公园,3室1厅 ,82.2, 东 北 , 精装 , 中楼层(共27层) , 2007年建 , 塔楼,633万,"76,922",4, 9天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403384795.html
南向四房， 精装修 随时可过户,敏建锦绣世家 -沙湾,4室2厅 ,124.85, 南 北 , 精装 , 低楼层(共18层) , 2014年建 , 塔楼,288万,"23,068",7, 8天以前发布,VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403387811.html
新康花园过五年的户型方正小三房,新康花园 -白江,3室2厅 ,86.91, 南 , 其他 , 中楼层(共6层)  , 塔楼,暂无数据,125万,"14,383",12, 15天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403367423.html
东湖映月 2室2厅 北,东湖映月 -龙归,2室2厅 ,70.61, 北 , 其他 , 低楼层(共33层) , 2012年建 , 塔楼,205万,"29,033",1, 4天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403400625.html
富力半岛花园东南向三房，望江房，产权清晰。,富力半岛花园 -罗冲围,3室1厅 ,88.59, 东南 , 其他 , 12层 , 2000年建 , 塔楼,353万,"39,847",8, 10天以前发布,VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403381648.html
锦绣生态园 电梯3房 高楼层 视野开阔 税费低,锦绣生态园 -钟村,3室1厅 ,108.72, 东北 , 简装 , 中楼层(共17层) , 2001年建 , 塔楼,268万,"24,651",4, 6天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403392343.html
店长力荐，实用率高，原装电梯两房，小区新颖优美,侨颖苑 -员村,2室1厅 ,48.33, 南 北 , 简装 , 低楼层(共12层) , 2006年建 , 塔楼,288万,"59,591",31, 15天以前发布,近地铁-VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403366940.html
可以满五年过户的次新房，装需保养好，高层安静,翡翠绿洲森林半岛 -凤凰城,3室2厅 ,103.68, 东北 , 其他 , 高楼层(共21层)  , 塔楼,暂无数据,211万,"20,352",1, 14天以前发布,VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403368859.html
此房满五年 高层 业主诚心卖 看房方便,城市假日园 -东圃,3室2厅 ,101.84, 南 北 , 其他 , 高楼层(共18层) , 2005年建 , 塔楼,532万,"52,231",9, 9天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403385284.html
民航东门小区  户型方正  采光通风 满五物业 一梯户型,民航小区向云新街 -白云大道南,3室1厅 ,94, 东南 , 其他 , 低楼层(共10层) , 1995年建 , 塔楼,320万,"34,043",2, 8天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403386497.html
可以11月满五过户 小 学在楼下 南大干线潜力大,富丽居 -大石,2室1厅 ,68.72, 西北 , 精装 , 低楼层(共35层)  , 板楼,暂无数据,220万,"32,014",9, 3天以前发布,VR房源-房本满两年,https://gz.lianjia.com/ershoufang/108403401184.html
一梯两户，南北对流，少有户型，实用三房,汇侨新城东区 -新市,3室1厅 ,90.59, 南 , 精装 , 低楼层(共9层) , 2000年建 , 塔楼,260万,"28,701",2, 9天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403384292.html
富力碧涛湾 电梯两房 保养新净 产权清晰 望小区花园,富力碧涛湾 -罗冲围,2室1厅 ,69.08, 北 , 精装 , 中楼层(共11层) , 1998年建 , 塔楼,260万,"37,638",5, 11天以前发布,近地铁-VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403380135.html
